name,lat,lon
San Diego_CA,32.7157,-117.1611
Austin_TX,30.2672,-97.7431
Denver_CO,39.7392,-104.9903
Seattle_WA,47.6062,-122.3321
Charleston_SC,32.7765,-79.9311
Portland_ME,43.6615,-70.2793
Salt Lake City_UT,40.7608,-111.8910
Nashville_TN,36.1627,-86.7816
Minneapolis_MN,44.9778,-93.2650
Savannah_GA,32.0780,-81.0912
